"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Pioneer Valley Transit Authority","Springfield","MA","10008","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","83926","Springfield, MA--CT","442145","202","MB","Bus","PT","115","0.8356",,"0.124",,"147.3749",,"21.865",,"6.7402",,"1.7793",,"5768265",,"46526264",,"6902780",,"315700",,"26147972",,"4543006",
"Pioneer Valley Transit Authority","Springfield","MA","10008","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","83926","Springfield, MA--CT","442145","202","DR","Demand Response","PT","87","2.8621",,"0.0537",,"72.7062",,"1.3643",,"53.2918",,"6.7446",,"506521",,"9431378",,"176976",,"129719",,"1398362",,"1919454",
"Greater Richmond Transit Company","Richmond","VA","30006","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2023","74746","Richmond, VA","1059150","196","MB","Bus","DO","84","0.1141",,"0.0173",,"126.6108",,"19.258",,"6.5745",,"1.6043",,"869644",,"50127882",,"7624650",,"395921",,"31246460",,"4276993",
"Greater Richmond Transit Company","Richmond","VA","30006","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2023","74746","Richmond, VA","1059150","196","VP","Vanpool","PT","66","5.9214",,"0.4088",,"71.6006",,"4.9433",,"14.4843",,"0.2143",,"888091",,"2172362",,"149980",,"30340",,"10138082",,"1675660",
"Greater Richmond Transit Company","Richmond","VA","30006","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2023","74746","Richmond, VA","1059150","196","DR","Demand Response","PT","37","0",,"0",,"63.6901",,"1.9287",,"33.0225",,"3.4445",,"0",,"7990942",,"241985",,"125466",,"2319894",,"2016769",
"Greater Richmond Transit Company","Richmond","VA","30006","Other Publicly-Owned or Privately Chartered Corporation","Full Reporter","2023","74746","Richmond, VA","1059150","196","RB","Bus Rapid Transit","DO","9","0.2743",,"0.0944",,"111.2399",,"38.2956",,"2.9048",,"1.0536",,"468270",,"4958519",,"1707025",,"44575",,"4706068",,"396377",
"Southern California Regional Rail Authority, dba: Metrolink","Los Angeles","CA","90151","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","195","CR","Commuter Rail","PT","195","9.2691",,"0.1233",,"908.4301",,"12.0873",,"75.156",,"1.8029","W","34327384",,"278333004",,"3703404",,"306389",,"154381637","W","11082561",
"Indianapolis and Marion County Public Transportation, dba: IndyGo","Indianapolis","IN","50050","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","41212","Indianapolis, IN","1699881","194","MB","Bus","DO","105","0.8032",,"0.0494",,"180.7117",,"11.1105",,"16.265",,"3.028",,"4513670",,"91400724",,"5619475",,"505782",,"30184797",,"6882492",
"Denton County Transportation Authority","Lewisville","TX","60101","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23500","Denton--Lewisville, TX","429461","194","VP","Vanpool","PT","89","4.2837",,"0.9841",,"31.2",,"7.1677",,"4.3529",,"0.0948",,"1025537",,"1042110",,"239407",,"33401",,"10989198",,"1739157",
"Denton County Transportation Authority","Lewisville","TX","60101","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23500","Denton--Lewisville, TX","429461","194","DR","Demand Response","PT","61","1.0431",,"0.0838",,"54.6563",,"4.3903",,"12.4494",,"2.5491",,"890197",,"10624304",,"853400",,"194384",,"4167935",,"3465471",
"Indianapolis and Marion County Public Transportation, dba: IndyGo","Indianapolis","IN","50050","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","41212","Indianapolis, IN","1699881","194","DR","Demand Response","PT","44","3.0589",,"0.0256",,"197.9332",,"1.6586",,"119.3342",,"10.9808",,"402750",,"15712132",,"131665",,"79381",,"1430875",,"1329396",
"Indianapolis and Marion County Public Transportation, dba: IndyGo","Indianapolis","IN","50050","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","41212","Indianapolis, IN","1699881","194","DR","Demand Response","TN","32","4.4812","W","0.0291",,"270.3337",,"1.7566","W","153.8984","W","12.5597","W","120356",,"4133403",,"26858","W","15290",,"329101","W","298720",
"Denton County Transportation Authority","Lewisville","TX","60101","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23500","Denton--Lewisville, TX","429461","194","MB","Bus","DO","27","2.2192",,"0.4379",,"142.7139",,"28.1613",,"5.0677",,"3.4171",,"3509023",,"8013100",,"1581198",,"56148",,"2345026",,"673660",
"Indianapolis and Marion County Public Transportation, dba: IndyGo","Indianapolis","IN","50050","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","41212","Indianapolis, IN","1699881","194","RB","Bus Rapid Transit","DO","12","0.8032",,"0.0698",,"229.2275",,"19.917",,"11.5091",,"3.9312",,"881140",,"12625624",,"1097011",,"55079",,"3211662",,"684796",
"Denton County Transportation Authority","Lewisville","TX","60101","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23500","Denton--Lewisville, TX","429461","194","YR","Hybrid Rail","PT","8","1.4869",,"0.0205",,"449.8898",,"6.2082",,"72.4665",,"4.8621",,"334897",,"16322003",,"225235",,"36280",,"3356987",,"767904",
"Denton County Transportation Authority","Lewisville","TX","60101","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23500","Denton--Lewisville, TX","429461","194","DR","Demand Response","DO","7","15.0745",,"0.1876",,"158.4801",,"1.9722",,"80.3566",,"11.0114",,"392616",,"2092888",,"26045",,"13206",,"190066",,"189658",
"Denton County Transportation Authority","Lewisville","TX","60101","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","23500","Denton--Lewisville, TX","429461","194","DR","Demand Response","TX","2","2.6784",,"0.0491",,"88.9735",,"1.6296",,"54.5987",,"7.2194",,"12361",,"251973",,"4615",,"2832",,"34902",,"34827",
"Indianapolis and Marion County Public Transportation, dba: IndyGo","Indianapolis","IN","50050","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","41212","Indianapolis, IN","1699881","194","MB","Bus","PT","1","0.8185",,"0.0141",,"122.405",,"2.1058",,"58.1272",,"16.636",,"11353",,"806282",,"13871",,"6587",,"48466",,"110289",
"KI BOIS Community Action Foundation, Inc., dba: Ki Bois Area Transit","Stigler","OK","60172","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"190","DR","Demand Response","DO","190","0.697",,"0.0368",,"39.7378",,"2.0996",,"18.9259",,"0",,"399420",,"10845170",,"573032",,"272918",,"0",,"3998014",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78661","San Diego, CA","3070300","189","MB","Bus","PT","135","1.0826",,"0.0836",,"149.3585",,"11.5326",,"12.951",,"2.0645",,"4916403",,"58816933",,"4541490",,"393797",,"28489588",,"5006089",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78661","San Diego, CA","3070300","189","CR","Commuter Rail","DO","30","3.9803",,"0.0898",,"702.0028",,"15.8387",,"44.322",,"1.5981",,"3236798",,"36042932",,"813207",,"51343",,"22553663",,"1658466",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78661","San Diego, CA","3070300","189","DR","Demand Response","PT","16","6.8251",,"0.058",,"209.8864",,"1.7827",,"117.7321",,"7.0886",,"635665",,"10965097",,"93136",,"52243",,"1546861",,"912356",
"North County Transit District","Oceanside","CA","90030","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","78661","San Diego, CA","3070300","189","YR","Hybrid Rail","DO","8","0.5982","W","0.0337",,"1048.4309",,"59.1021","W","17.7393","W","2.2926","W","1007762",,"29883425",,"1684586","W","28503",,"13034585","W","627203",
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority","Syracuse","NY","20018","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","86302","Syracuse, NY","413660","183","MB","Bus","DO","131","1.5228",,"0.1462",,"199.2345",,"19.1268",,"10.4165",,"3.3519",,"9914967",,"67823210",,"6511136",,"340419",,"20234524",,"4059051",
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority","Syracuse","NY","20018","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","86302","Syracuse, NY","413660","183","DR","Demand Response","DO","28","4.6581",,"0.0749",,"128.2096",,"2.0613",,"62.198",,"10.4321",,"321660",,"4295020",,"69054",,"33500",,"411713",,"524701",
"Central New York Regional Transportation Authority, dba: New York Regional Transportation Authority","Syracuse","NY","20018","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","86302","Syracuse, NY","413660","183","DR","Demand Response","PT","24","1.7624",,"0.029",,"90.5633",,"1.4926",,"60.6743",,"10.3099",,"185218",,"6376565",,"105095",,"70410",,"618492",,"1010876",
"Hillsborough Area Regional Transit Authority","Tampa","FL","40041","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","86599","Tampa--St. Petersburg, FL","2783045","181","MB","Bus","DO","99","0.71",,"0.094",,"157.8196",,"20.884",,"7.557",,"1.6884",,"7854261",,"83597967",,"11062383",,"529706",,"49513978",,"6582991",
"Municipality of Anchorage","Anchorage","AK","00012","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","02305","Anchorage, AK","249252","181","VP","Vanpool","PT","94","7.232",,"1.291",,"30.8594",,"5.5089",,"5.6018",,"0.1395",,"1584494",,"1227311",,"219094",,"39771",,"8795173",,"1899042",
"Municipality of Anchorage","Anchorage","AK","00012","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","02305","Anchorage, AK","249252","181","MB","Bus","DO","47","1.1513",,"0.1013",,"163.8753",,"14.4236",,"11.3616",,"2.8884",,"3160339",,"31188084",,"2745046",,"190316",,"10797599",,"2278774",
"Hillsborough Area Regional Transit Authority","Tampa","FL","40041","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","86599","Tampa--St. Petersburg, FL","2783045","181","DR","Demand Response","DO","45","3.2754",,"0.0623",,"85.1769",,"1.6201",,"52.5754",,"4.9801",,"661609",,"10619766",,"201991",,"124679",,"2132453",,"1909425",
"Municipality of Anchorage","Anchorage","AK","00012","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","02305","Anchorage, AK","249252","181","DR","Demand Response","PT","40","5.8623",,"0.1365",,"97.8052",,"2.2767",,"42.9597",,"6.6138",,"901247",,"6604490",,"153737",,"67527",,"998596",,"842374",
"Hillsborough Area Regional Transit Authority","Tampa","FL","40041","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","86599","Tampa--St. Petersburg, FL","2783045","181","DR","Demand Response","TX","32","4.2291",,"0.2616",,"65.9473",,"4.0798",,"16.1642",,"3.5265","W","121884",,"465852",,"28820",,"7064",,"132102","W","132102",
"Hillsborough Area Regional Transit Authority","Tampa","FL","40041","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","86599","Tampa--St. Petersburg, FL","2783045","181","SR","Streetcar Rail","DO","5","0",,"0",,"128.8012",,"55.1187",,"2.3368",,"1.7477",,"0",,"2994370",,"1281399",,"23248",,"1713284",,"126282",
"City of Madison","Madison","WI","50005","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","53200","Madison, WI","450305","177","MB","Bus","DO","150","0.9938",,"0.1628",,"151.3921",,"24.8031",,"6.1038",,"1.7489","W","9345849",,"57399114",,"9403885",,"379142",,"32819559","W","4690340",
"City of Madison","Madison","WI","50005","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","53200","Madison, WI","450305","177","DR","Demand Response","TX","27","8.6511",,"0.209",,"108.6848",,"2.6251",,"41.402",,"8.5298",,"957976",,"4584650",,"110735",,"42183",,"537486",,"467406",
"METRO Regional Transit Authority","Akron","OH","50010","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","00766","Akron, OH","541879","175","MB","Bus","DO","97","0.7525",,"0.0757",,"136.6509",,"13.7498",,"9.9384",,"2.4071",,"3108243",,"41051835",,"4130646",,"300414",,"17054610",,"3801252",
"METRO Regional Transit Authority","Akron","OH","50010","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","00766","Akron, OH","541879","175","DR","Demand Response","DO","59","7.2867",,"0.0745",,"173.1843",,"1.7708",,"97.802",,"17.0695",,"986943",,"13246692",,"135444",,"76489",,"776043",,"1037210",
"METRO Regional Transit Authority","Akron","OH","50010","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","00766","Akron, OH","541879","175","DR","Demand Response","PT","19","1.0059",,"0.038",,"47.266",,"1.7876",,"26.4415",,"4.4735",,"58928",,"1549050",,"58584",,"32773",,"346270",,"516291",
"New Orleans Regional Transit Authority","New Orleans","LA","60032","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","62677","New Orleans, LA","963212","173","MB","Bus","DO","98","0.7533",,"0.0882",,"145.8844",,"17.078",,"8.5423",,"2.138",,"6573561",,"74543991",,"8726500",,"510980",,"34866021",,"6083923",
"New Orleans Regional Transit Authority","New Orleans","LA","60032","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","62677","New Orleans, LA","963212","173","DR","Demand Response","DO","51","1.9461",,"0.0274",,"135.8906",,"1.911",,"71.1108",,"8.6763",,"440823",,"16107795",,"226517",,"118535",,"1856520",,"1214414","W"
"New Orleans Regional Transit Authority","New Orleans","LA","60032","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","62677","New Orleans, LA","963212","173","SR","Streetcar Rail","DO","21","0.632",,"0.0956",,"190.9858",,"28.9008",,"6.6083",,"3.7335",,"2439198",,"25503292",,"3859266",,"133535",,"6830901",,"764481",
"New Orleans Regional Transit Authority","New Orleans","LA","60032","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","62677","New Orleans, LA","963212","173","FB","Ferryboat","PT","3","1.5115",,"0.1343",,"976.211",,"86.769",,"11.2507",,"22.5014",,"1462561",,"10886705",,"967648",,"11152",,"483824",,"22303",
"Michigan Department of Transportation, dba: MichiVan","Lansing","MI","50193","Private Provider Reporting on Behalf of a Public Entity","Full Reporter","2023","23824","Detroit, MI","3776890","172","VP","Vanpool","PT","172","8.2508",,"1.1305",,"28.6601",,"3.9271",,"7.2981",,"0.1676",,"1978655",,"1750186",,"239815",,"61067",,"10442071",,"3011250",
"Capital Area Transportation Authority","Lansing","MI","50036","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","47719","Lansing, MI","318300","169","MB","Bus","DO","88","0.7114",,"0.127",,"148.9076",,"26.5897",,"5.6002",,"1.9789",,"5200359",,"40940197",,"7310487",,"274937",,"20688679",,"3474824",
"Capital Area Transportation Authority","Lansing","MI","50036","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","47719","Lansing, MI","318300","169","DR","Demand Response","PT","53","1.9498",,"0.0343",,"110.4132",,"1.9447",,"56.7763",,"7.4279",,"420989",,"12258736",,"215913",,"111026",,"1650353",,"1788546",
"Capital Area Transportation Authority","Lansing","MI","50036","Independent Public Agency or Authority of Transit Service","Full Reporter","2023","47719","Lansing, MI","318300","169","DR","Demand Response","DO","28","1.6686",,"0.0243",,"150.2661",,"2.1871",,"68.7066",,"11.5679",,"179333",,"7384375",,"107477",,"49142",,"638348",,"669723",
"Southeast Missouri Transportation, Inc.","Fredericktown","MO","70091","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"167","DR","Demand Response","DO","167","0.2774",,"0.0091",,"45.8451",,"1.5079",,"30.4026",,"0",,"73089",,"8011437",,"263512",,"174750",,"0",,"2714812",
